participant,itemA,itemB,recognizedA,recognizedB,aLarger
7,73,93,1,1,1
8,39,71,1,0,1
8,66,13,1,1,0
8,61,42,1,0,0
8,83,15,0,0,0
8,92,45,0,0,0
8,74,72,1,0,0
8,49,64,1,0,1
8,30,89,0,0,1
8,9,20,1,0,1
8,94,28,0,0,0
8,35,76,0,0,1
8,69,81,0,0,1
8,62,88,0,0,1
8,26,46,0,0,1
8,6,60,1,0,1
8,8,57,1,0,1
8,1,91,1,0,1
8,52,54,1,0,1
8,82,18,0,0,0
8,16,3,1,1,0
8,14,37,1,1,1
8,33,65,1,0,1
8,86,97,0,0,1
8,80,59,1,0,0
8,36,27,1,0,0
8,56,22,0,0,0
8,85,53,0,0,0
8,43,48,1,0,1
8,23,4,1,1,0
8,55,90,0,0,1
8,58,78,1,0,1
8,17,32,0,0,1
8,98,11,0,0,0
8,95,75,0,0,0
8,96,31,1,0,0
8,5,34,1,1,1
8,12,29,1,1,1
8,79,50,1,1,0
8,38,87,1,0,1
8,63,99,0,0,1
8,47,51,0,0,1
8,19,84,0,0,1
8,2,10,0,0,1
8,40,70,0,0,1
8,44,68,1,0,1
8,21,25,1,0,1
8,7,41,0,0,1
8,73,93,1,0,1
9,39,71,1,1,1
9,13,66,1,1,1
9,61,42,1,0,0
9,15,83,1,0,1
9,92,45,0,0,0
9,74,72,1,0,0
9,49,64,1,0,1
9,89,30,1,0,0
9,9,20,1,1,1
9,94,28,0,0,0
9,76,35,0,0,0
9,69,81,0,0,1
9,88,62,0,0,0
9,46,26,0,0,0
9,6,60,1,0,1
9,8,57,1,1,1
9,1,91,1,0,1
9,52,54,1,0,1
9,18,82,1,1,1
9,16,3,1,1,0
9,14,37,1,1,1
9,33,65,1,1,1
9,86,97,0,0,1
9,80,59,1,1,0
9,36,27,1,0,0
9,22,56,0,0,1
9,53,85,0,0,1
9,43,48,1,0,1
9,4,23,1,1,1
9,90,55,0,0,0
9,58,78,1,0,1
9,17,32,0,0,1
9,11,98,0,0,1
9,95,75,1,0,0
9,96,31,1,0,0
9,5,34,1,0,1
9,12,29,1,1,1
9,50,79,1,0,1
9,38,87,1,0,1
9,63,99,0,0,1
9,51,47,0,0,0
9,84,19,1,0,0
9,2,10,0,0,1
9,40,70,0,0,1
9,68,44,0,0,0
9,21,25,1,0,1
9,41,7,0,0,0
9,73,93,1,0,1
10,39,71,1,0,1
10,13,66,1,1,1
10,61,42,1,0,0
10,83,15,0,0,0
10,92,45,1,0,0
10,74,72,1,0,0
10,49,64,1,0,1
10,89,30,1,0,0
10,9,20,1,0,1
10,28,94,0,0,1
10,76,35,1,0,0
10,81,69,0,0,0
10,62,88,0,0,1
10,46,26,0,0,0
10,6,60,1,0,1
10,8,57,1,0,1
10,1,91,1,0,1
10,52,54,1,1,1
10,18,82,1,0,1
10,16,3,1,0,0
10,14,37,1,0,1
10,33,65,1,1,1
10,86,97,0,0,1
10,80,59,1,0,0
10,36,27,1,0,0
10,22,56,0,0,1
10,85,53,0,0,0
10,48,43,0,0,0
10,23,4,1,0,0
10,90,55,1,0,0
10,58,78,1,0,1
10,32,17,1,0,0
10,98,11,0,0,0
10,75,95,0,0,1
10,96,31,1,0,0
10,5,34,1,0,1
10,12,29,1,1,1
10,50,79,1,0,1
10,38,87,1,0,1
10,63,99,0,0,1
10,51,47,0,0,0
10,84,19,1,0,0
10,2,10,0,0,1
10,40,70,0,0,1
10,44,68,0,0,1
10,25,21,0,0,0
10,7,41,0,0,1
10,73,93,1,0,1
11,71,39,1,1,0
11,66,13,1,1,0
11,61,42,1,1,0
11,15,83,1,1,1
11,45,92,1,0,1
11,72,74,1,1,0
11,64,49,1,1,0
11,89,30,0,0,0
11,9,20,1,1,1
11,28,94,1,1,1
11,35,76,1,0,1
11,81,69,0,0,0
11,88,62,0,0,0
11,46,26,0,1,0
11,60,6,1,1,0
11,57,8,1,1,0
11,1,91,1,1,1
11,54,52,1,1,0
11,82,18,1,0,0
11,16,3,1,1,0
11,37,14,1,1,0
11,33,65,1,1,1
11,86,97,0,0,1
11,80,59,1,1,0
11,27,36,0,0,1
11,56,22,1,1,0
11,85,53,1,1,0
11,48,43,1,1,0
11,4,23,1,1,1
11,90,55,1,1,0
11,58,78,1,1,1
11,32,17,1,1,0
11,11,98,1,0,1
11,75,95,1,1,1
11,96,31,1,1,0
11,5,34,1,1,1
11,12,29,1,1,1
11,50,79,1,1,1
11,38,87,1,1,1
11,99,63,1,1,0
11,51,47,1,1,0
11,84,19,1,1,0
11,2,10,1,1,1
11,40,70,0,1,1
11,44,68,0,0,1
11,21,25,1,1,1
11,7,41,1,1,1
11,73,93,1,1,1
12,39,71,1,0,1
12,13,66,1,1,1
12,61,42,1,1,0
12,15,83,1,1,1
12,92,45,0,0,0
12,74,72,1,0,0
12,49,64,1,0,1
12,89,30,0,0,0
12,9,20,1,0,1
12,94,28,1,0,0
12,76,35,0,0,0
12,69,81,0,0,1
12,62,88,0,0,1
12,46,26,0,0,0
12,6,60,1,0,1
12,8,57,1,0,1
12,1,91,1,0,1
12,52,54,1,0,1
12,82,18,0,0,0
12,16,3,1,1,0
12,14,37,1,1,1
12,33,65,1,1,1
12,97,86,0,0,0
12,80,59,1,0,0
12,36,27,1,0,0
12,22,56,0,0,1
12,53,85,0,0,1
12,43,48,0,0,1
12,23,4,1,0,0
12,55,90,0,0,1
12,58,78,1,0,1
12,17,32,0,0,1
12,98,11,1,0,0
12,75,95,1,0,1
12,96,31,1,0,0
12,5,34,1,0,1
12,29,12,1,1,0
12,50,79,1,1,1
12,38,87,1,0,1
12,63,99,0,0,1
12,51,47,0,0,0
12,84,19,0,0,0
12,2,10,0,0,1
12,70,40,0,0,0
12,68,44,0,0,0
12,25,21,0,0,0
12,7,41,0,0,1
12,73,93,1,0,1
13,71,39,1,0,0
13,13,66,1,0,1
13,61,42,1,0,0
13,15,83,1,0,1
13,45,92,1,0,1
13,74,72,1,0,0
13,49,64,1,0,1
13,89,30,1,0,0
13,9,20,1,0,1
13,94,28,1,0,0
13,35,76,1,0,1
13,81,69,1,0,0
13,62,88,1,0,1
13,26,46,1,0,1
13,60,6,1,0,0
13,8,57,1,0,1
13,1,91,1,0,1
13,54,52,1,0,0
13,82,18,1,0,0
13,3,16,1,0,1
13,37,14,1,0,0
13,33,65,1,0,1
13,86,97,1,0,1
13,59,80,1,0,1
13,27,36,1,0,1
13,56,22,1,0,0
13,85,53,1,0,0
13,48,43,1,0,0
13,23,4,1,0,0
13,90,55,1,0,0
13,58,78,1,0,1
13,32,17,1,0,0
13,11,98,1,0,1
13,75,95,1,0,1
13,31,96,1,0,1
13,5,34,1,0,1
13,12,29,1,0,1
13,50,79,1,0,1
13,38,87,1,0,1
13,63,99,1,0,1
13,47,51,1,0,1
13,19,84,1,0,1
13,2,10,1,0,1
13,40,70,1,0,1
13,68,44,1,0,0
13,25,21,1,0,0
13,7,41,1,0,1
13,73,93,1,0,1
14,71,39,0,1,0
14,66,13,1,0,0
14,42,61,1,0,1
14,15,83,1,0,1
14,45,92,1,0,1
14,74,72,1,0,0
14,64,49,1,0,0
14,89,30,0,1,0
14,9,20,1,0,1
14,28,94,0,1,1
14,35,76,1,0,1
14,81,69,1,0,0
14,62,88,0,1,1
14,46,26,1,0,0
14,6,60,0,1,1
14,8,57,1,0,1
14,91,1,1,1,0
14,52,54,0,1,1
14,82,18,1,0,0
14,3,16,0,1,1
14,37,14,0,1,0
14,33,65,0,0,1
14,86,97,1,1,1
14,80,59,1,0,0
14,36,27,1,0,0
14,22,56,1,0,1
14,53,85,1,1,1
14,43,48,0,1,1
14,23,4,0,1,0
14,90,55,1,0,0
14,78,58,1,0,0
14,32,17,1,0,0
14,11,98,0,0,1
14,75,95,0,1,1
14,96,31,1,0,0
14,5,34,0,1,1
14,29,12,1,0,0
14,79,50,0,1,0
14,87,38,0,1,0
14,99,63,1,0,0
14,51,47,0,1,0
14,84,19,1,0,0
14,2,10,1,0,1
14,70,40,1,0,0
14,44,68,1,0,1
14,21,25,0,1,1
14,41,7,1,0,0
14,93,73,1,0,0
15,71,39,1,0,0
15,13,66,1,0,1
15,42,61,1,0,1
15,15,83,1,1,1
15,45,92,1,0,1
15,72,74,0,1,0
15,64,49,0,1,0
15,89,30,0,1,0
15,9,20,0,1,1
15,28,94,1,0,1
15,35,76,0,1,1
15,69,81,1,0,1
15,88,62,0,1,0
15,26,46,1,1,1
15,6,60,0,1,1
15,57,8,0,1,0
15,1,91,0,1,1
15,52,54,1,0,1
15,82,18,0,0,0
15,3,16,0,1,1
15,37,14,0,1,0
15,65,33,0,1,0
15,97,86,0,1,0
15,80,59,0,1,0
15,36,27,1,0,0
15,22,56,0,1,1
15,85,53,0,1,0
15,48,43,1,0,0
15,23,4,1,0,0
15,55,90,0,1,1
15,58,78,0,1,1
15,32,17,0,1,0
15,11,98,0,1,1
15,75,95,0,1,1
15,96,31,1,0,0
15,34,5,0,1,0
15,12,29,0,1,1
15,50,79,0,1,1
15,87,38,0,1,0
15,99,63,0,1,0
15,51,47,1,0,0
15,19,84,0,1,1
15,10,2,0,1,0
15,70,40,0,1,0
15,44,68,0,1,1
15,21,25,1,0,1
15,7,41,0,1,1
15,73,93,1,0,1
16,71,39,0,1,0
16,13,66,1,0,1
16,42,61,0,1,1
16,83,15,0,1,0
16,92,45,1,0,0
16,72,74,1,0,0
16,49,64,1,0,1
16,89,30,0,1,0
16,9,20,1,0,1
16,28,94,1,0,1
16,35,76,1,0,1
16,81,69,1,0,0
16,88,62,1,0,0
16,26,46,0,1,1
16,6,60,1,0,1
16,57,8,1,0,0
16,1,91,0,1,1
16,52,54,1,0,1
16,18,82,0,1,1
16,3,16,1,0,1
16,37,14,0,1,0
16,33,65,0,1,1
16,86,97,1,0,1
16,59,80,1,0,1
16,27,36,0,1,1
16,22,56,0,1,1
16,85,53,0,1,0
16,43,48,1,1,1
16,23,4,1,0,0
16,90,55,0,1,0
16,58,78,1,0,1
16,32,17,1,0,0
16,11,98,1,0,1
16,75,95,0,1,1
16,96,31,0,1,0
16,34,5,1,0,0
16,12,29,1,0,1
16,50,79,0,1,1
16,87,38,0,1,0
16,63,99,1,0,1
16,51,47,0,1,0
16,19,84,0,1,1
16,2,10,1,0,1
16,40,70,1,0,1
16,44,68,1,0,1
16,21,25,1,0,1
16,7,41,0,1,1
16,93,73,1,0,0
17,39,71,1,1,1
17,13,66,1,1,1
17,61,42,1,1,0
17,15,83,1,1,1
17,92,45,1,0,0
17,74,72,1,0,0
17,49,64,1,1,1
17,30,89,1,1,1
17,9,20,1,1,1
17,94,28,1,1,0
17,35,76,1,1,1
17,69,81,1,1,1
17,88,62,1,1,0
17,26,46,1,1,1
17,6,60,1,1,1
17,8,57,1,1,1
17,1,91,1,0,1
17,52,54,1,1,1
17,18,82,1,1,1
17,3,16,1,1,1
17,14,37,1,1,1
17,33,65,1,1,1
17,86,97,1,1,1
17,59,80,1,1,1
17,36,27,1,0,0
17,22,56,1,1,1
17,85,53,1,1,0
17,48,43,1,1,0
17,23,4,1,1,0
17,90,55,1,0,0
17,78,58,1,0,0
17,17,32,1,1,1
17,98,11,1,0,0
17,75,95,1,1,1
17,31,96,1,1,1
17,5,34,1,1,1
17,12,29,1,1,1
17,79,50,1,1,0
17,38,87,1,1,1
17,99,63,1,0,0
17,47,51,1,1,1
17,19,84,1,1,1
17,2,10,1,0,1
17,70,40,1,1,0
17,44,68,1,1,1
17,21,25,1,0,1
17,7,41,1,0,1
17,73,93,1,1,1
18,39,71,1,0,1
18,13,66,1,1,1
18,61,42,1,1,0
18,15,83,1,0,1
18,45,92,0,0,1
18,74,72,1,0,0
18,49,64,1,0,1
18,89,30,0,0,0
18,9,20,1,0,1
18,94,28,0,0,0
18,76,35,0,0,0
18,69,81,0,0,1
18,62,88,1,0,1
18,46,26,0,0,0
18,6,60,1,0,1
18,8,57,1,0,1
18,1,91,1,0,1
18,52,54,1,0,1
18,18,82,1,0,1
18,16,3,1,0,0
18,14,37,1,1,1
18,65,33,1,0,0
18,86,97,0,0,1
18,80,59,1,0,0
18,36,27,1,0,0
18,22,56,0,0,1
18,53,85,0,0,1
18,43,48,1,0,1
18,4,23,1,0,1
18,55,90,0,0,1
18,58,78,1,0,1
18,17,32,1,0,1
18,98,11,1,0,0
18,95,75,1,1,0
18,96,31,1,0,0
18,5,34,1,0,1
18,12,29,1,1,1
18,79,50,1,1,0
18,38,87,1,0,1
18,63,99,0,0,1
18,51,47,0,0,0
18,84,19,1,0,0
18,2,10,1,0,1
18,70,40,1,0,0
18,68,44,0,0,0
18,21,25,1,0,1
18,7,41,1,1,1
18,73,93,1,0,1
19,39,71,1,0,1
19,13,66,1,1,1
19,61,42,1,1,0
19,15,83,1,0,1
19,45,92,0,0,1
19,74,72,1,0,0
19,49,64,1,1,1
19,89,30,1,0,0
19,9,20,1,1,1
19,28,94,1,1,1
19,35,76,0,1,1
19,69,81,1,0,1
19,62,88,0,0,1
19,26,46,1,0,1
19,6,60,1,1,1
19,8,57,1,1,1
19,1,91,1,0,1
19,52,54,1,1,1
19,18,82,1,1,1
19,3,16,1,1,1
19,14,37,1,1,1
19,65,33,1,1,0
19,86,97,0,0,1
19,80,59,1,1,0
19,36,27,1,0,0
19,56,22,0,0,0
19,53,85,0,1,1
19,48,43,1,1,0
19,23,4,1,1,0
19,55,90,0,0,1
19,58,78,1,0,1
19,17,32,0,0,1
19,98,11,0,1,0
19,95,75,0,0,0
19,96,31,1,0,0
19,5,34,1,1,1
19,12,29,1,1,1
19,79,50,1,1,0
19,38,87,1,1,1
19,63,99,0,0,1
19,51,47,1,0,0
19,84,19,1,1,0
19,2,10,1,0,1
19,40,70,1,0,1
19,68,44,1,1,0
19,21,25,1,0,1
19,41,7,0,1,0
19,73,93,1,0,1
20,71,39,0,0,0
20,13,66,1,1,1
20,61,42,1,0,0
20,83,15,0,0,0
20,45,92,0,0,1
20,74,72,1,0,0
20,49,64,1,0,1
20,89,30,1,0,0
20,9,20,1,0,1
20,94,28,1,0,0
20,76,35,1,0,0
20,69,81,0,0,1
20,62,88,0,0,1
20,46,26,1,0,0
20,6,60,1,0,1
20,8,57,1,1,1
20,1,91,1,0,1
20,54,52,1,1,0
20,18,82,0,0,1
20,16,3,1,0,0
20,14,37,1,0,1
20,33,65,1,0,1
20,97,86,0,0,0
20,80,59,0,0,0
20,36,27,1,0,0
20,22,56,0,0,1
20,85,53,0,0,0
20,43,48,1,0,1
20,4,23,1,0,1
20,55,90,0,0,1
20,58,78,0,0,1
20,17,32,0,0,1
20,98,11,0,0,0
20,75,95,0,0,1
20,96,31,1,0,0
20,5,34,1,0,1
20,12,29,1,1,1
20,50,79,1,0,1
20,38,87,1,0,1
20,63,99,0,0,1
20,51,47,0,0,0
20,84,19,0,0,0
20,2,10,0,0,1
20,40,70,0,0,1
20,68,44,0,0,0
20,21,25,0,0,1
20,7,41,0,0,1
20,73,93,1,0,1
21,39,71,0,0,1
21,66,13,1,0,0
21,61,42,1,0,0
21,83,15,0,0,0
21,45,92,0,0,1
21,74,72,1,0,0
21,49,64,0,0,1
21,89,30,0,0,0
21,9,20,0,0,1
21,94,28,0,0,0
21,76,35,0,0,0
21,81,69,0,0,0
21,62,88,0,0,1
21,46,26,0,0,0
21,6,60,1,0,1
21,8,57,1,0,1
21,1,91,1,0,1
21,52,54,0,0,1
21,18,82,0,0,1
21,3,16,0,0,1
21,14,37,1,0,1
21,33,65,0,0,1
21,86,97,0,0,1
21,80,59,1,0,0
21,36,27,1,0,0
21,56,22,0,0,0
21,53,85,0,0,1
21,43,48,1,0,1
21,4,23,0,0,1
21,55,90,0,0,1
21,58,78,1,0,1
21,32,17,0,0,0
21,98,11,0,0,0
21,75,95,0,0,1
21,96,31,0,0,0
21,5,34,1,0,1
21,12,29,1,0,1
21,50,79,0,0,1
21,38,87,1,0,1
21,63,99,0,0,1
21,51,47,0,0,0
21,84,19,0,0,0
21,2,10,0,0,1
21,70,40,0,0,0
21,68,44,0,0,0
21,21,25,0,0,1
21,7,41,0,0,1
21,73,93,1,0,1
22,71,39,0,0,0
22,13,66,0,0,1
22,42,61,0,0,1
22,15,83,0,0,1
22,92,45,0,0,0
22,72,74,0,0,0
22,64,49,0,0,0
22,30,89,0,0,1
22,20,9,0,0,0
22,94,28,0,0,0
22,35,76,0,0,1
22,81,69,0,0,0
22,88,62,0,0,0
22,46,26,0,0,0
22,6,60,1,0,1
22,8,57,0,0,1
22,1,91,0,0,1
22,54,52,0,0,0
22,82,18,0,0,0
22,3,16,0,0,1
22,14,37,1,0,1
22,33,65,0,0,1
22,86,97,0,0,1
22,80,59,0,0,0
22,27,36,0,0,1
22,22,56,0,0,1
22,53,85,0,0,1
22,43,48,0,0,1
22,4,23,0,0,1
22,55,90,0,0,1
22,58,78,0,0,1
22,32,17,0,0,0
22,11,98,0,0,1
22,95,75,0,0,0
22,31,96,0,0,1
22,34,5,0,0,0
22,12,29,1,0,1
22,79,50,0,0,0
22,38,87,1,0,1
22,99,63,0,0,0
22,47,51,0,0,1
22,19,84,0,0,1
22,10,2,0,0,0
22,70,40,0,0,0
22,68,44,0,0,0
22,25,21,0,0,0
22,41,7,0,0,0
22,73,93,0,0,1
23,39,71,1,0,1
23,13,66,1,1,1
23,61,42,1,0,0
23,15,83,1,0,1
23,92,45,0,0,0
23,74,72,1,0,0
23,49,64,1,0,1
23,89,30,1,0,0
23,9,20,1,1,1
23,94,28,1,0,0
23,76,35,0,0,0
23,69,81,1,0,1
23,88,62,0,0,0
23,26,46,1,0,1
23,6,60,1,0,1
23,8,57,1,0,1
23,1,91,1,0,1
23,52,54,1,0,1
23,18,82,1,0,1
23,3,16,1,1,1
23,14,37,1,0,1
23,33,65,1,0,1
23,97,86,0,0,0
23,80,59,1,0,0
23,36,27,1,0,0
23,56,22,1,0,0
23,85,53,1,0,0
23,43,48,1,0,1
23,4,23,1,1,1
23,90,55,1,0,0
23,58,78,1,0,1
23,32,17,0,0,0
23,98,11,0,0,0
23,75,95,0,0,1
23,96,31,1,0,0
23,5,34,1,0,1
23,12,29,1,1,1
23,50,79,1,0,1
23,38,87,1,0,1
23,63,99,1,0,1
23,51,47,1,0,0
23,19,84,1,1,1
23,2,10,0,0,1
23,40,70,0,0,1
23,68,44,0,0,0
23,21,25,1,0,1
23,7,41,1,0,1
23,73,93,1,0,1
24,71,39,1,0,0
24,13,66,1,0,1
24,61,42,0,0,0
24,15,83,0,0,1
24,92,45,0,0,0
24,74,72,1,0,0
24,49,64,1,0,1
24,89,30,0,0,0
24,20,9,0,0,0
24,94,28,0,0,0
24,76,35,0,0,0
24,81,69,0,0,0
24,88,62,0,0,0
24,46,26,0,0,0
24,6,60,1,0,1
24,8,57,1,0,1
24,1,91,1,0,1
24,52,54,1,0,1
24,18,82,0,0,1
24,16,3,1,0,0
24,37,14,0,0,0
24,33,65,1,0,1
24,97,86,0,0,0
24,59,80,0,0,1
24,27,36,0,0,1
24,56,22,0,0,0
24,85,53,0,0,0
24,43,48,1,0,1
24,4,23,1,0,1
24,55,90,0,0,1
24,58,78,0,0,1
24,32,17,0,0,0
24,98,11,0,0,0
24,95,75,0,0,0
24,96,31,1,0,0
24,34,5,0,0,0
24,29,12,0,0,0
24,50,79,1,0,1
24,38,87,0,0,1
24,63,99,0,0,1
24,51,47,0,0,0
24,19,84,0,0,1
24,2,10,0,0,1
24,40,70,0,0,1
24,68,44,0,0,0
24,21,25,0,0,1
24,41,7,0,0,0
24,73,93,0,0,1
25,71,39,0,0,0
25,13,66,0,0,1
25,42,61,0,0,1
25,83,15,0,0,0
25,92,45,0,0,0
25,72,74,0,0,0
25,49,64,0,0,1
25,89,30,0,0,0
25,9,20,0,0,1
25,28,94,0,0,1
