condition,stimulusSet,trial,participant,product,estimate,truth
primed_individual,1.0,21,9,Juggling set,15.0,24.0
primed_individual,1.0,22,9,Sony S2 stereo headphones,20.0,25.0
primed_individual,1.0,23,9,G Saké,25.0,25.0
primed_individual,1.0,24,9,Smith & Hawken rubber doormat,40.0,25.0
primed_individual,1.0,25,9,Cow bell,10.0,25.0
primed_individual,1.0,26,9,The North Face men's flip flops,40.0,28.0
primed_individual,1.0,27,9,Frederic Fekkai 7oz hair glossing cream,22.0,28.0
primed_individual,1.0,28,9,Tibetan finger cymbal,38.0,28.0
primed_individual,1.0,29,9,Clinique powder brush,19.0,30.0
primed_individual,1.0,30,9,Professional burst-resistant exercise ball,29.0,30.0
primed_individual,1.0,31,9,Sony computer speakers,28.0,31.0
primed_individual,1.0,32,9,Chicago Cubs vintage t-shirt,18.0,32.0
primed_individual,1.0,33,9,Impulse helmet,22.0,34.0
primed_individual,1.0,34,9,Halo 3 for Xbox 360,45.0,35.0
primed_individual,1.0,35,9,Mrs. Fields cookie basket,20.0,35.0
primed_individual,1.0,36,9,Crystal votive candle holder,10.0,35.0
primed_individual,1.0,37,9,Scrabble board game,32.0,35.0
primed_individual,1.0,38,9,Godiva signature chocolate truffle assortment,35.0,36.0
primed_individual,1.0,39,9,Colorblock dress,45.0,38.0
primed_individual,1.0,40,9,Cheese tray knife set,28.0,38.0
primed_individual,1.0,41,9,Oster flip waffle maker,35.0,40.0
primed_individual,1.0,42,9,Sony 8gb USB drive,12.0,40.0
primed_individual,1.0,43,9,Panasonic cordless phone system,38.0,40.0
primed_individual,1.0,44,9,Wireless mobile mouse,35.0,40.0
primed_individual,1.0,45,9,Animal print glass vase,32.0,40.0
primed_individual,1.0,46,9,Eddie Bauer sleeping bag,30.0,40.0
primed_individual,1.0,47,9,Floral stone ring,30.0,42.0
primed_individual,1.0,48,9,Floral bath towels,22.0,42.0
primed_individual,1.0,49,9,Tarnished sheer scarf,28.0,44.0
primed_individual,1.0,50,9,Candlestick lamp,49.0,45.0
primed_individual,1.0,1,10,Wild strawberry preserve,20.0,7.0
primed_individual,1.0,2,10,Crest deep clean dental floss,5.0,8.0
primed_individual,1.0,3,10,Coated key lock,26.0,9.0
primed_individual,1.0,4,10,Cock-a-doodle timer,10.0,10.0
primed_individual,1.0,5,10,Texas Instruments scientific calculator,34.0,11.0
primed_individual,1.0,6,10,Flexible digital thermometer,16.0,11.0
primed_individual,1.0,7,10,Dayquil and Nyquil cough syrup,28.0,12.0
primed_individual,1.0,8,10,Produce saver tupperware set,29.0,13.0
primed_individual,1.0,9,10,Travel neck pillow,21.0,13.0
primed_individual,1.0,10,10,Fresh water lily soap,16.0,14.0
primed_individual,1.0,11,10,Bobbi Brown eyelash curler,18.0,15.0
primed_individual,1.0,12,10,Brown floating wall frame,16.0,15.0
primed_individual,1.0,13,10,Calvin Klein legwarmers,37.0,18.0
primed_individual,1.0,14,10,Potted artificial phalaenopsis,20.0,18.0
primed_individual,1.0,15,10,Metallic electric can opener,25.0,19.0
primed_individual,1.0,16,10,Apple dock USB connector,25.0,19.0
primed_individual,1.0,17,10,Peacock feather pen,25.0,20.0
primed_individual,1.0,18,10,Getz/Gilberto bossa nova compilation CD,36.0,22.0
primed_individual,1.0,19,10,2-slice toaster,35.0,23.0
primed_individual,1.0,20,10,Dylan's candy bar gift box,15.0,24.0
primed_individual,1.0,21,10,Juggling set,10.0,24.0
primed_individual,1.0,22,10,Sony S2 stereo headphones,26.0,25.0
primed_individual,1.0,23,10,G Saké,22.0,25.0
primed_individual,1.0,24,10,Smith & Hawken rubber doormat,29.0,25.0
primed_individual,1.0,25,10,Cow bell,22.0,25.0
primed_individual,1.0,26,10,The North Face men's flip flops,35.0,28.0
primed_individual,1.0,27,10,Frederic Fekkai 7oz hair glossing cream,32.0,28.0
primed_individual,1.0,28,10,Tibetan finger cymbal,40.0,28.0
primed_individual,1.0,29,10,Clinique powder brush,24.0,30.0
primed_individual,1.0,30,10,Professional burst-resistant exercise ball,27.0,30.0
primed_individual,1.0,31,10,Sony computer speakers,35.0,31.0
primed_individual,1.0,32,10,Chicago Cubs vintage t-shirt,25.0,32.0
primed_individual,1.0,33,10,Impulse helmet,26.0,34.0
primed_individual,1.0,34,10,Halo 3 for Xbox 360,47.0,35.0
primed_individual,1.0,35,10,Mrs. Fields cookie basket,26.0,35.0
primed_individual,1.0,36,10,Crystal votive candle holder,16.0,35.0
primed_individual,1.0,37,10,Scrabble board game,19.0,35.0
primed_individual,1.0,38,10,Godiva signature chocolate truffle assortment,34.0,36.0
primed_individual,1.0,39,10,Colorblock dress,34.0,38.0
primed_individual,1.0,40,10,Cheese tray knife set,38.0,38.0
primed_individual,1.0,41,10,Oster flip waffle maker,42.0,40.0
primed_individual,1.0,42,10,Sony 8gb USB drive,39.0,40.0
primed_individual,1.0,43,10,Panasonic cordless phone system,39.0,40.0
primed_individual,1.0,44,10,Wireless mobile mouse,28.0,40.0
primed_individual,1.0,45,10,Animal print glass vase,26.0,40.0
primed_individual,1.0,46,10,Eddie Bauer sleeping bag,43.0,40.0
primed_individual,1.0,47,10,Floral stone ring,45.0,42.0
primed_individual,1.0,48,10,Floral bath towels,16.0,42.0
primed_individual,1.0,49,10,Tarnished sheer scarf,35.0,44.0
primed_individual,1.0,50,10,Candlestick lamp,27.0,45.0
primed_individual,1.0,1,11,Wild strawberry preserve,10.0,7.0
primed_individual,1.0,2,11,Crest deep clean dental floss,7.0,8.0
primed_individual,1.0,3,11,Coated key lock,12.0,9.0
primed_individual,1.0,4,11,Cock-a-doodle timer,10.0,10.0
primed_individual,1.0,5,11,Texas Instruments scientific calculator,40.0,11.0
primed_individual,1.0,6,11,Flexible digital thermometer,15.0,11.0
primed_individual,1.0,7,11,Dayquil and Nyquil cough syrup,15.0,12.0
primed_individual,1.0,8,11,Produce saver tupperware set,25.0,13.0
primed_individual,1.0,9,11,Travel neck pillow,30.0,13.0
primed_individual,1.0,10,11,Fresh water lily soap,15.0,14.0
primed_individual,1.0,11,11,Bobbi Brown eyelash curler,25.0,15.0
primed_individual,1.0,12,11,Brown floating wall frame,20.0,15.0
primed_individual,1.0,13,11,Calvin Klein legwarmers,40.0,18.0
primed_individual,1.0,14,11,Potted artificial phalaenopsis,25.0,18.0
primed_individual,1.0,15,11,Metallic electric can opener,20.0,19.0
primed_individual,1.0,16,11,Apple dock USB connector,28.0,19.0
primed_individual,1.0,17,11,Peacock feather pen,40.0,20.0
primed_individual,1.0,18,11,Getz/Gilberto bossa nova compilation CD,20.0,22.0
primed_individual,1.0,19,11,2-slice toaster,45.0,23.0
primed_individual,1.0,20,11,Dylan's candy bar gift box,10.0,24.0
primed_individual,1.0,21,11,Juggling set,10.0,24.0
primed_individual,1.0,22,11,Sony S2 stereo headphones,20.0,25.0
primed_individual,1.0,23,11,G Saké,45.0,25.0
primed_individual,1.0,24,11,Smith & Hawken rubber doormat,12.0,25.0
primed_individual,1.0,25,11,Cow bell,15.0,25.0
primed_individual,1.0,26,11,The North Face men's flip flops,35.0,28.0
primed_individual,1.0,27,11,Frederic Fekkai 7oz hair glossing cream,30.0,28.0
primed_individual,1.0,28,11,Tibetan finger cymbal,44.0,28.0
primed_individual,1.0,29,11,Clinique powder brush,10.0,30.0
primed_individual,1.0,30,11,Professional burst-resistant exercise ball,15.0,30.0
primed_individual,1.0,31,11,Sony computer speakers,45.0,31.0
primed_individual,1.0,32,11,Chicago Cubs vintage t-shirt,25.0,32.0
primed_individual,1.0,33,11,Impulse helmet,30.0,34.0
primed_individual,1.0,34,11,Halo 3 for Xbox 360,25.0,35.0
primed_individual,1.0,35,11,Mrs. Fields cookie basket,20.0,35.0
primed_individual,1.0,36,11,Crystal votive candle holder,20.0,35.0
primed_individual,1.0,37,11,Scrabble board game,15.0,35.0
primed_individual,1.0,38,11,Godiva signature chocolate truffle assortment,50.0,36.0
primed_individual,1.0,39,11,Colorblock dress,30.0,38.0
primed_individual,1.0,40,11,Cheese tray knife set,35.0,38.0
primed_individual,1.0,41,11,Oster flip waffle maker,30.0,40.0
primed_individual,1.0,42,11,Sony 8gb USB drive,30.0,40.0
primed_individual,1.0,43,11,Panasonic cordless phone system,30.0,40.0
primed_individual,1.0,44,11,Wireless mobile mouse,10.0,40.0
primed_individual,1.0,45,11,Animal print glass vase,30.0,40.0
primed_individual,1.0,46,11,Eddie Bauer sleeping bag,30.0,40.0
primed_individual,1.0,47,11,Floral stone ring,43.0,42.0
primed_individual,1.0,48,11,Floral bath towels,15.0,42.0
primed_individual,1.0,49,11,Tarnished sheer scarf,15.0,44.0
primed_individual,1.0,50,11,Candlestick lamp,35.0,45.0
primed_individual,1.0,1,12,Wild strawberry preserve,8.0,7.0
primed_individual,1.0,2,12,Crest deep clean dental floss,9.0,8.0
primed_individual,1.0,3,12,Coated key lock,14.0,9.0
primed_individual,1.0,4,12,Cock-a-doodle timer,12.0,10.0
primed_individual,1.0,5,12,Texas Instruments scientific calculator,38.0,11.0
primed_individual,1.0,6,12,Flexible digital thermometer,14.0,11.0
primed_individual,1.0,7,12,Dayquil and Nyquil cough syrup,13.0,12.0
primed_individual,1.0,8,12,Produce saver tupperware set,18.0,13.0
primed_individual,1.0,9,12,Travel neck pillow,14.0,13.0
primed_individual,1.0,10,12,Fresh water lily soap,18.0,14.0
primed_individual,1.0,11,12,Bobbi Brown eyelash curler,12.0,15.0
primed_individual,1.0,12,12,Brown floating wall frame,21.0,15.0
primed_individual,1.0,13,12,Calvin Klein legwarmers,23.0,18.0
primed_individual,1.0,14,12,Potted artificial phalaenopsis,32.0,18.0
primed_individual,1.0,15,12,Metallic electric can opener,25.0,19.0
primed_individual,1.0,16,12,Apple dock USB connector,23.0,19.0
primed_individual,1.0,17,12,Peacock feather pen,8.0,20.0
primed_individual,1.0,18,12,Getz/Gilberto bossa nova compilation CD,21.0,22.0
primed_individual,1.0,19,12,2-slice toaster,45.0,23.0
primed_individual,1.0,20,12,Dylan's candy bar gift box,23.0,24.0
primed_individual,1.0,21,12,Juggling set,26.0,24.0
primed_individual,1.0,22,12,Sony S2 stereo headphones,48.0,25.0
primed_individual,1.0,23,12,G Saké,46.0,25.0
primed_individual,1.0,24,12,Smith & Hawken rubber doormat,27.0,25.0
primed_individual,1.0,25,12,Cow bell,16.0,25.0
primed_individual,1.0,26,12,The North Face men's flip flops,48.0,28.0
primed_individual,1.0,27,12,Frederic Fekkai 7oz hair glossing cream,16.0,28.0
primed_individual,1.0,28,12,Tibetan finger cymbal,13.0,28.0
primed_individual,1.0,29,12,Clinique powder brush,12.0,30.0
primed_individual,1.0,30,12,Professional burst-resistant exercise ball,21.0,30.0
primed_individual,1.0,31,12,Sony computer speakers,23.0,31.0
primed_individual,1.0,32,12,Chicago Cubs vintage t-shirt,32.0,32.0
primed_individual,1.0,33,12,Impulse helmet,42.0,34.0
primed_individual,1.0,34,12,Halo 3 for Xbox 360,13.0,35.0
primed_individual,1.0,35,12,Mrs. Fields cookie basket,15.0,35.0
primed_individual,1.0,36,12,Crystal votive candle holder,19.0,35.0
primed_individual,1.0,37,12,Scrabble board game,18.0,35.0
primed_individual,1.0,38,12,Godiva signature chocolate truffle assortment,48.0,36.0
primed_individual,1.0,39,12,Colorblock dress,28.0,38.0
primed_individual,1.0,40,12,Cheese tray knife set,35.0,38.0
primed_individual,1.0,41,12,Oster flip waffle maker,29.0,40.0
primed_individual,1.0,42,12,Sony 8gb USB drive,17.0,40.0
primed_individual,1.0,43,12,Panasonic cordless phone system,46.0,40.0
primed_individual,1.0,44,12,Wireless mobile mouse,42.0,40.0
primed_individual,1.0,45,12,Animal print glass vase,23.0,40.0
primed_individual,1.0,46,12,Eddie Bauer sleeping bag,28.0,40.0
primed_individual,1.0,47,12,Floral stone ring,17.0,42.0
primed_individual,1.0,48,12,Floral bath towels,23.0,42.0
primed_individual,1.0,49,12,Tarnished sheer scarf,29.0,44.0
primed_individual,1.0,50,12,Candlestick lamp,45.0,45.0
individual,2.0,1,1,Flower pencil,10.0,5.0
individual,2.0,2,1,Oat & honey pancake mix,5.0,8.0
individual,2.0,3,1,Pressed flowers mug,15.0,8.0
individual,2.0,4,1,Twiggy chopsticks,10.0,10.0
individual,2.0,5,1,Tea Forté tea sampler,15.0,10.0
individual,2.0,6,1,Energizer batteries,20.0,11.0
individual,2.0,7,1,Body brush,15.0,12.0
individual,2.0,8,1,Canine pajamas,35.0,13.0
individual,2.0,9,1,Nature Made calcium vitamin tablets,5.0,13.0
individual,2.0,10,1,Four-orange chocolate sauce,6.0,14.0
individual,2.0,11,1,L'Oréal hair color dye,15.0,14.0
individual,2.0,12,1,Wood serving tray,20.0,15.0
individual,2.0,13,1,Star Trek UNO game,15.0,15.0
individual,2.0,14,1,Lab Series skincare for men power wash,20.0,18.0
individual,2.0,15,1,Gold floral journal,25.0,18.0
individual,2.0,16,1,Heavy duty flashlight,20.0,19.0
individual,2.0,17,1,Tide concetrated liquid detergent 64-loads,15.0,20.0
individual,2.0,18,1,Nike sleeveless t-shirt,25.0,22.0
individual,2.0,19,1,Br'ita water purifying pitcher,30.0,23.0
individual,2.0,20,1,Starbucks stainless steel tumbler,15.0,23.0
individual,2.0,21,1,Honey pot,20.0,24.0
individual,2.0,22,1,Ice shaver,15.0,25.0
individual,2.0,23,1,French spice stack,15.0,25.0
individual,2.0,24,1,Conair ceramic ionic hairdryer,20.0,25.0
individual,2.0,25,1,Curly-cues fruit bowl,15.0,25.0
individual,2.0,26,1,Feather print racerback tunic,40.0,28.0
individual,2.0,27,1,Brown motif sunglasses,20.0,28.0
individual,2.0,28,1,Kiehl's scented candle,45.0,28.0
individual,2.0,29,1,Converse one star oxfords,15.0,30.0
individual,2.0,30,1,Spalding premier basketball,20.0,30.0
individual,2.0,31,1,Speed blender,50.0,31.0
individual,2.0,32,1,Turtle xylophone,25.0,31.0
individual,2.0,33,1,Crabtree & Evelyn seven seas bath salts,15.0,34.0
individual,2.0,34,1,Mr. Coffee steam espresso machine,50.0,35.0
individual,2.0,35,1,Extra virgin olive oil,20.0,35.0
individual,2.0,36,1,Kate Spade crystal goblet,5.0,35.0
individual,2.0,37,1,Mesh wastebasket,25.0,35.0
individual,2.0,38,1,31'' panther skateboard,30.0,35.0
individual,2.0,39,1,Marc Jacobs 'Miss Marc' earrings,35.0,38.0
individual,2.0,40,1,Food & wine cookbook,30.0,38.0
individual,2.0,41,1,Spruce goose pitcher,35.0,38.0
individual,2.0,42,1,Swiss Army pocket knife,25.0,40.0
individual,2.0,43,1,Motorola bluetooth headset,35.0,40.0
individual,2.0,44,1,McAfee virus scan,25.0,40.0
individual,2.0,45,1,Honey willow hamper with liner,45.0,40.0
individual,2.0,46,1,Mini trampoline,25.0,40.0
individual,2.0,47,1,Nicorette fresh mint gum,50.0,41.0
individual,2.0,48,1,Roxy fringed faux suede bag,20.0,42.0
individual,2.0,49,1,Gevalia connoisseur's coffee basket,25.0,43.0
individual,2.0,50,1,Rainbow wide strap thong,50.0,45.0
individual,2.0,1,2,Flower pencil,15.0,5.0
individual,2.0,2,2,Oat & honey pancake mix,2.0,8.0
individual,2.0,3,2,Pressed flowers mug,20.0,8.0
individual,2.0,4,2,Twiggy chopsticks,15.0,10.0
individual,2.0,5,2,Tea Forté tea sampler,36.0,10.0
individual,2.0,6,2,Energizer batteries,20.0,11.0
individual,2.0,7,2,Body brush,18.0,12.0
individual,2.0,8,2,Canine pajamas,10.0,13.0
individual,2.0,9,2,Nature Made calcium vitamin tablets,15.0,13.0
individual,2.0,10,2,Four-orange chocolate sauce,20.0,14.0
individual,2.0,11,2,L'Oréal hair color dye,35.0,14.0
individual,2.0,12,2,Wood serving tray,18.0,15.0
individual,2.0,13,2,Star Trek UNO game,20.0,15.0
individual,2.0,14,2,Lab Series skincare for men power wash,10.0,18.0
individual,2.0,15,2,Gold floral journal,40.0,18.0
individual,2.0,16,2,Heavy duty flashlight,50.0,19.0
individual,2.0,17,2,Tide concetrated liquid detergent 64-loads,35.0,20.0
individual,2.0,18,2,Nike sleeveless t-shirt,18.0,22.0
individual,2.0,19,2,Br'ita water purifying pitcher,35.0,23.0
individual,2.0,20,2,Starbucks stainless steel tumbler,20.0,23.0
individual,2.0,21,2,Honey pot,15.0,24.0
individual,2.0,22,2,Ice shaver,20.0,25.0
individual,2.0,23,2,French spice stack,35.0,25.0
individual,2.0,24,2,Conair ceramic ionic hairdryer,20.0,25.0
individual,2.0,25,2,Curly-cues fruit bowl,15.0,25.0
individual,2.0,26,2,Feather print racerback tunic,35.0,28.0
individual,2.0,27,2,Brown motif sunglasses,35.0,28.0
individual,2.0,28,2,Kiehl's scented candle,40.0,28.0
individual,2.0,29,2,Converse one star oxfords,35.0,30.0
individual,2.0,30,2,Spalding premier basketball,15.0,30.0
individual,2.0,31,2,Speed blender,45.0,31.0
individual,2.0,32,2,Turtle xylophone,25.0,31.0
individual,2.0,33,2,Crabtree & Evelyn seven seas bath salts,20.0,34.0
individual,2.0,34,2,Mr. Coffee steam espresso machine,50.0,35.0
individual,2.0,35,2,Extra virgin olive oil,30.0,35.0
individual,2.0,36,2,Kate Spade crystal goblet,5.0,35.0
individual,2.0,37,2,Mesh wastebasket,18.0,35.0
individual,2.0,38,2,31'' panther skateboard,20.0,35.0
individual,2.0,39,2,Marc Jacobs 'Miss Marc' earrings,35.0,38.0
individual,2.0,40,2,Food & wine cookbook,45.0,38.0
individual,2.0,41,2,Spruce goose pitcher,45.0,38.0
individual,2.0,42,2,Swiss Army pocket knife,15.0,40.0
individual,2.0,43,2,Motorola bluetooth headset,30.0,40.0
individual,2.0,44,2,McAfee virus scan,45.0,40.0
individual,2.0,45,2,Honey willow hamper with liner,35.0,40.0
individual,2.0,46,2,Mini trampoline,40.0,40.0
individual,2.0,47,2,Nicorette fresh mint gum,50.0,41.0
individual,2.0,48,2,Roxy fringed faux suede bag,25.0,42.0
individual,2.0,49,2,Gevalia connoisseur's coffee basket,25.0,43.0
individual,2.0,50,2,Rainbow wide strap thong,40.0,45.0
individual,2.0,1,3,Flower pencil,17.0,5.0
individual,2.0,2,3,Oat & honey pancake mix,5.0,8.0
individual,2.0,3,3,Pressed flowers mug,10.0,8.0
individual,2.0,4,3,Twiggy chopsticks,15.0,10.0
individual,2.0,5,3,Tea Forté tea sampler,45.0,10.0
individual,2.0,6,3,Energizer batteries,24.0,11.0
individual,2.0,7,3,Body brush,14.0,12.0
individual,2.0,8,3,Canine pajamas,19.0,13.0
individual,2.0,9,3,Nature Made calcium vitamin tablets,28.0,13.0
individual,2.0,10,3,Four-orange chocolate sauce,8.0,14.0
individual,2.0,11,3,L'Oréal hair color dye,20.0,14.0
individual,2.0,12,3,Wood serving tray,23.0,15.0
individual,2.0,13,3,Star Trek UNO game,23.0,15.0
individual,2.0,14,3,Lab Series skincare for men power wash,20.0,18.0
individual,2.0,15,3,Gold floral journal,26.0,18.0
individual,2.0,16,3,Heavy duty flashlight,39.0,19.0
individual,2.0,17,3,Tide concetrated liquid detergent 64-loads,14.0,20.0
individual,2.0,18,3,Nike sleeveless t-shirt,15.0,22.0
individual,2.0,19,3,Br'ita water purifying pitcher,37.0,23.0
individual,2.0,20,3,Starbucks stainless steel tumbler,15.0,23.0
individual,2.0,21,3,Honey pot,9.0,24.0
individual,2.0,22,3,Ice shaver,30.0,25.0
individual,2.0,23,3,French spice stack,29.0,25.0
individual,2.0,24,3,Conair ceramic ionic hairdryer,17.0,25.0
individual,2.0,25,3,Curly-cues fruit bowl,9.0,25.0
individual,2.0,26,3,Feather print racerback tunic,40.0,28.0
individual,2.0,27,3,Brown motif sunglasses,30.0,28.0
individual,2.0,28,3,Kiehl's scented candle,38.0,28.0
individual,2.0,29,3,Converse one star oxfords,10.0,30.0
individual,2.0,30,3,Spalding premier basketball,10.0,30.0
individual,2.0,31,3,Speed blender,40.0,31.0
individual,2.0,32,3,Turtle xylophone,12.0,31.0
individual,2.0,33,3,Crabtree & Evelyn seven seas bath salts,25.0,34.0
individual,2.0,34,3,Mr. Coffee steam espresso machine,46.0,35.0
individual,2.0,35,3,Extra virgin olive oil,30.0,35.0
individual,2.0,36,3,Kate Spade crystal goblet,25.0,35.0
individual,2.0,37,3,Mesh wastebasket,30.0,35.0
individual,2.0,38,3,31'' panther skateboard,28.0,35.0
individual,2.0,39,3,Marc Jacobs 'Miss Marc' earrings,32.0,38.0
individual,2.0,40,3,Food & wine cookbook,35.0,38.0
individual,2.0,41,3,Spruce goose pitcher,22.0,38.0
individual,2.0,42,3,Swiss Army pocket knife,29.0,40.0
individual,2.0,43,3,Motorola bluetooth headset,40.0,40.0
individual,2.0,44,3,McAfee virus scan,35.0,40.0
individual,2.0,45,3,Honey willow hamper with liner,20.0,40.0
individual,2.0,46,3,Mini trampoline,30.0,40.0
individual,2.0,47,3,Nicorette fresh mint gum,7.0,41.0
individual,2.0,48,3,Roxy fringed faux suede bag,18.0,42.0
individual,2.0,49,3,Gevalia connoisseur's coffee basket,19.0,43.0
individual,2.0,50,3,Rainbow wide strap thong,38.0,45.0
individual,2.0,1,4,Flower pencil,12.0,5.0
individual,2.0,2,4,Oat & honey pancake mix,5.0,8.0
individual,2.0,3,4,Pressed flowers mug,16.0,8.0
individual,2.0,4,4,Twiggy chopsticks,20.0,10.0
individual,2.0,5,4,Tea Forté tea sampler,48.0,10.0
individual,2.0,6,4,Energizer batteries,12.0,11.0
individual,2.0,7,4,Body brush,8.0,12.0
individual,2.0,8,4,Canine pajamas,10.0,13.0
individual,2.0,9,4,Nature Made calcium vitamin tablets,18.0,13.0
individual,2.0,10,4,Four-orange chocolate sauce,12.0,14.0
individual,2.0,11,4,L'Oréal hair color dye,6.0,14.0
individual,2.0,12,4,Wood serving tray,25.0,15.0
individual,2.0,13,4,Star Trek UNO game,14.0,15.0
individual,2.0,14,4,Lab Series skincare for men power wash,10.0,18.0
individual,2.0,15,4,Gold floral journal,30.0,18.0
individual,2.0,16,4,Heavy duty flashlight,20.0,19.0
individual,2.0,17,4,Tide concetrated liquid detergent 64-loads,5.0,20.0
individual,2.0,18,4,Nike sleeveless t-shirt,20.0,22.0
individual,2.0,19,4,Br'ita water purifying pitcher,25.0,23.0
individual,2.0,20,4,Starbucks stainless steel tumbler,15.0,23.0
individual,2.0,21,4,Honey pot,15.0,24.0
individual,2.0,22,4,Ice shaver,20.0,25.0
individual,2.0,23,4,French spice stack,30.0,25.0
individual,2.0,24,4,Conair ceramic ionic hairdryer,10.0,25.0
individual,2.0,25,4,Curly-cues fruit bowl,10.0,25.0
individual,2.0,26,4,Feather print racerback tunic,40.0,28.0
individual,2.0,27,4,Brown motif sunglasses,20.0,28.0
individual,2.0,28,4,Kiehl's scented candle,30.0,28.0
individual,2.0,29,4,Converse one star oxfords,20.0,30.0
individual,2.0,30,4,Spalding premier basketball,15.0,30.0
individual,2.0,31,4,Speed blender,40.0,31.0
individual,2.0,32,4,Turtle xylophone,8.0,31.0
individual,2.0,33,4,Crabtree & Evelyn seven seas bath salts,12.0,34.0
individual,2.0,34,4,Mr. Coffee steam espresso machine,30.0,35.0
individual,2.0,35,4,Extra virgin olive oil,14.0,35.0
individual,2.0,36,4,Kate Spade crystal goblet,8.0,35.0
individual,2.0,37,4,Mesh wastebasket,17.0,35.0
individual,2.0,38,4,31'' panther skateboard,30.0,35.0
individual,2.0,39,4,Marc Jacobs 'Miss Marc' earrings,20.0,38.0
individual,2.0,40,4,Food & wine cookbook,30.0,38.0
individual,2.0,41,4,Spruce goose pitcher,20.0,38.0
individual,2.0,42,4,Swiss Army pocket knife,18.0,40.0
individual,2.0,43,4,Motorola bluetooth headset,25.0,40.0
individual,2.0,44,4,McAfee virus scan,30.0,40.0
individual,2.0,45,4,Honey willow hamper with liner,22.0,40.0
individual,2.0,46,4,Mini trampoline,20.0,40.0
individual,2.0,47,4,Nicorette fresh mint gum,45.0,41.0
individual,2.0,48,4,Roxy fringed faux suede bag,20.0,42.0
individual,2.0,49,4,Gevalia connoisseur's coffee basket,20.0,43.0
individual,2.0,50,4,Rainbow wide strap thong,21.0,45.0
individual,2.0,1,5,Flower pencil,14.0,5.0
individual,2.0,2,5,Oat & honey pancake mix,7.0,8.0
individual,2.0,3,5,Pressed flowers mug,15.0,8.0
individual,2.0,4,5,Twiggy chopsticks,25.0,10.0
individual,2.0,5,5,Tea Forté tea sampler,48.0,10.0
individual,2.0,6,5,Energizer batteries,25.0,11.0
individual,2.0,7,5,Body brush,15.0,12.0
individual,2.0,8,5,Canine pajamas,28.0,13.0
individual,2.0,9,5,Nature Made calcium vitamin tablets,20.0,13.0
individual,2.0,10,5,Four-orange chocolate sauce,18.0,14.0
individual,2.0,11,5,L'Oréal hair color dye,12.0,14.0
individual,2.0,12,5,Wood serving tray,17.0,15.0
individual,2.0,13,5,Star Trek UNO game,35.0,15.0
individual,2.0,14,5,Lab Series skincare for men power wash,14.0,18.0
individual,2.0,15,5,Gold floral journal,25.0,18.0
individual,2.0,16,5,Heavy duty flashlight,15.0,19.0
individual,2.0,17,5,Tide concetrated liquid detergent 64-loads,20.0,20.0
individual,2.0,18,5,Nike sleeveless t-shirt,20.0,22.0
individual,2.0,19,5,Br'ita water purifying pitcher,30.0,23.0
individual,2.0,20,5,Starbucks stainless steel tumbler,14.0,23.0
individual,2.0,21,5,Honey pot,20.0,24.0
individual,2.0,22,5,Ice shaver,45.0,25.0
individual,2.0,23,5,French spice stack,25.0,25.0
individual,2.0,24,5,Conair ceramic ionic hairdryer,27.0,25.0
individual,2.0,25,5,Curly-cues fruit bowl,20.0,25.0
individual,2.0,26,5,Feather print racerback tunic,35.0,28.0
individual,2.0,27,5,Brown motif sunglasses,35.0,28.0
individual,2.0,28,5,Kiehl's scented candle,40.0,28.0
individual,2.0,29,5,Converse one star oxfords,35.0,30.0
individual,2.0,30,5,Spalding premier basketball,30.0,30.0
individual,2.0,31,5,Speed blender,35.0,31.0
individual,2.0,32,5,Turtle xylophone,22.0,31.0
individual,2.0,33,5,Crabtree & Evelyn seven seas bath salts,30.0,34.0
individual,2.0,34,5,Mr. Coffee steam espresso machine,45.0,35.0
individual,2.0,35,5,Extra virgin olive oil,30.0,35.0
individual,2.0,36,5,Kate Spade crystal goblet,15.0,35.0
individual,2.0,37,5,Mesh wastebasket,10.0,35.0
individual,2.0,38,5,31'' panther skateboard,35.0,35.0
individual,2.0,39,5,Marc Jacobs 'Miss Marc' earrings,45.0,38.0
individual,2.0,40,5,Food & wine cookbook,45.0,38.0
individual,2.0,41,5,Spruce goose pitcher,35.0,38.0
individual,2.0,42,5,Swiss Army pocket knife,25.0,40.0
individual,2.0,43,5,Motorola bluetooth headset,32.0,40.0
individual,2.0,44,5,McAfee virus scan,12.0,40.0
individual,2.0,45,5,Honey willow hamper with liner,35.0,40.0
individual,2.0,46,5,Mini trampoline,25.0,40.0
individual,2.0,47,5,Nicorette fresh mint gum,25.0,41.0
individual,2.0,48,5,Roxy fringed faux suede bag,24.0,42.0
individual,2.0,49,5,Gevalia connoisseur's coffee basket,43.0,43.0
individual,2.0,50,5,Rainbow wide strap thong,35.0,45.0
individual,2.0,1,6,Flower pencil,5.0,5.0
individual,2.0,2,6,Oat & honey pancake mix,7.0,8.0
individual,2.0,3,6,Pressed flowers mug,9.0,8.0
individual,2.0,4,6,Twiggy chopsticks,12.0,10.0
individual,2.0,5,6,Tea Forté tea sampler,27.0,10.0
individual,2.0,6,6,Energizer batteries,14.0,11.0
individual,2.0,7,6,Body brush,30.0,12.0
individual,2.0,8,6,Canine pajamas,25.0,13.0
individual,2.0,9,6,Nature Made calcium vitamin tablets,9.0,13.0
individual,2.0,10,6,Four-orange chocolate sauce,4.0,14.0
individual,2.0,11,6,L'Oréal hair color dye,5.0,14.0
